                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     75,                0.49565,                0.07187,                0.76367,                0.35103,                0.97876,                0.97383,                0.99057,                0.99017,                0.91776,                0.97074,                0.98742,                0.98981,                0.96199,                0.46662,                0.14669,                 2.0046,                0.24324,                0.88554,                0.00556,                0.00556,                0.00556
                     76,                0.49521,                0.06506,                0.66612,                0.34874,                0.97521,                0.97477,                0.99057,                0.98962,                0.91484,                0.96858,                0.98428,                0.98867,                0.95956,                0.47104,                 0.1669,                 2.2134,                 0.2465,                0.88645,                 0.0055,                 0.0055,                 0.0055
                     77,                0.48025,                0.06388,                0.68331,                 0.3385,                  0.983,                0.97215,                0.98777,                0.99009,                 0.9205,                0.96905,                0.98462,                0.98947,                0.95958,                0.45706,                0.14914,                  2.141,                0.24173,                0.87034,                0.00544,                0.00544,                0.00544
                     78,                0.47782,                0.06087,                0.67089,                0.33858,                0.97712,                0.97193,                0.98428,                0.99039,                0.92008,                0.97078,                0.98428,                0.99031,                0.96648,                0.46089,                0.13898,                 2.0024,                0.23372,                0.87993,                0.00538,                0.00538,                0.00538
                     79,                 0.4906,                0.06797,                0.69554,                0.34663,                 0.9726,                0.97251,                0.99686,                0.99071,                0.91246,                0.96931,                0.99371,                0.99036,                0.95801,                0.45101,                0.17356,                  1.958,                0.22808,                0.87596,                0.00532,                0.00532,                0.00532
                     80,                 0.4837,                0.06782,                0.68147,                0.34352,                0.98519,                0.97408,                0.98742,                 0.9911,                0.91113,                0.97098,                0.98428,                 0.9908,                0.96137,                0.47363,                0.14338,                 2.0141,                0.23566,                0.88909,                0.00526,                0.00526,                0.00526
                     81,                 0.4872,                0.06762,                0.70383,                0.34547,                0.97948,                0.97808,                0.98428,                0.99164,                0.91262,                0.97495,                0.98113,                0.99123,                 0.9609,                0.46536,                0.15135,                 2.1465,                0.23998,                 0.8807,                 0.0052,                 0.0052,                 0.0052
                     82,                0.47873,                0.05924,                0.62801,                0.33786,                0.97192,                0.96831,                0.98742,                0.99126,                0.92175,                0.96523,                0.98428,                0.99051,                 0.9637,                0.46216,                0.14312,                 2.0765,                0.24337,                0.88209,                0.00514,                0.00514,                0.00514
                     83,                0.48678,                 0.0693,                0.70609,                0.34384,                0.97393,                0.97204,                0.98387,                0.99015,                0.91952,                0.97204,                0.98387,                0.98978,                0.96269,                0.45189,                0.14263,                 1.9452,                0.23556,                0.87389,                0.00508,                0.00508,                0.00508
                     84,                0.47642,                0.06186,                0.63297,                0.33459,                0.97785,                0.96869,                0.99057,                0.99081,                0.91776,                0.96561,                0.98742,                0.98998,                0.95783,                0.46976,                 0.1625,                 1.9706,                0.24989,                0.88436,                0.00502,                0.00502,                0.00502
                     85,                0.47483,                0.06446,                 0.6833,                0.33538,                0.98014,                0.96594,                0.98093,                0.98863,                0.89527,                0.96903,                0.98407,                0.98971,                0.95935,                0.47811,                0.15069,                 2.0032,                0.26079,                0.88949,                0.00496,                0.00496,                0.00496
                     86,                0.47526,                0.06363,                0.67214,                0.33327,                0.97349,                0.96844,                0.98742,                0.99092,                0.91971,                0.96536,                0.98428,                0.99025,                0.95762,                0.45549,                 0.1591,                 2.1374,                0.23999,                0.87776,                 0.0049,                 0.0049,                 0.0049
                     87,                0.47974,                0.06207,                0.64462,                0.33938,                0.98121,                0.97078,                0.98113,                0.99154,                0.92034,                0.97078,                0.98113,                0.99103,                0.96182,                0.47419,                0.16477,                 2.1194,                0.23954,                 0.8903,                0.00484,                0.00484,                0.00484
                     88,                0.48726,                0.06221,                0.67542,                0.34432,                0.97272,                0.97213,                0.98722,                0.99041,                 0.9198,                0.96904,                0.98422,                0.98994,                0.96186,                0.46486,                0.15304,                 2.1611,                0.23599,                0.88637,                0.00478,                0.00478,                0.00478
                     89,                0.46319,                 0.0568,                0.60639,                0.32843,                0.97684,                0.96929,                0.99246,                0.99033,                0.91683,                0.96622,                0.98931,                 0.9899,                0.95986,                0.46952,                0.16666,                  2.221,                 0.2386,                0.89506,                0.00472,                0.00472,                0.00472
                     90,                0.47164,                 0.0604,                 0.6172,                0.33475,                0.97709,                0.97204,                0.98407,                0.99048,                0.91843,                0.97066,                0.98113,                0.98993,                0.96661,                0.46871,                0.13705,                 2.1823,                0.24205,                0.88685,                0.00466,                0.00466,                0.00466
                     91,                 0.4767,                0.06314,                0.63636,                0.33658,                 0.9765,                0.96902,                0.98358,                0.99003,                0.91974,                0.96592,                0.98043,                0.98954,                0.96347,                0.46174,                0.15268,                 2.2929,                0.24362,                0.88011,                 0.0046,                 0.0046,                 0.0046
                     92,                0.47768,                0.06112,                0.63002,                0.33546,                0.97347,                0.97038,                0.99371,                0.98909,                0.92027,                0.96731,                0.99057,                0.98948,                0.96374,                0.44985,                0.15824,                 2.2093,                0.23539,                0.87523,                0.00454,                0.00454,                0.00454
                     93,                0.48532,                0.07135,                0.66379,                0.34458,                0.96626,                0.96808,                0.99371,                0.98864,                0.92152,                0.96502,                0.99057,                0.98883,                0.96126,                0.44743,                0.15268,                 2.0752,                0.23772,                0.86998,                0.00448,                0.00448,                0.00448
                     94,                0.48073,                0.06547,                0.67925,                0.34348,                0.97554,                0.97147,                0.99371,                0.98842,                0.91593,                0.96914,                0.98758,                0.98808,                0.95907,                0.46348,                0.15707,                 2.1975,                0.24094,                0.87657,                0.00442,                0.00442,                0.00442
                     95,                0.46843,                0.06252,                0.59878,                0.32973,                0.97081,                0.97496,                0.97951,                 0.9901,                0.92189,                0.96633,                0.99265,                0.98973,                0.96281,                 0.4651,                0.15012,                  2.315,                0.23579,                0.88477,                0.00436,                0.00436,                0.00436
